id,profile_id,passport_id,updated_at,hours_spent,description
519056,77877,233,2023-10-23T22:06:47.204682+00:00,6,[6h] Integrate with GitHub OAuth - https://github.com/nation3/citizen-directory/pull/44
518333,77877,233,2023-10-23T22:06:47.204682+00:00,2,[2h] Trying to figure out why environment variables are not loading - https://github.com/nation3/citizen-directory/pull/44
516383,77877,233,2023-10-23T22:06:47.204682+00:00,3,[3h] Debugging integration of `passport-github2` and Next.js - https://github.com/nation3/citizen-directory/pull/44
516343,77877,233,2023-10-23T22:06:47.204682+00:00,6,[6h] Link a profile to GitHub - https://github.com/nation3/citizen-directory/pull/44
516100,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Fiding and Fixing a typo in the Read Me file 

https://github.com/nation3/sourcecred-instance/pull/190
"
516099,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Reviewing the Link a Profile to Github PR

https://github.com/nation3/citizen-directory/pull/44"
515066,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Change ownership of DAO smart contracts 


-DAO Critical Agent Address


-DAO Agent Address

https://github.com/nation3/gov-app/pull/21"
515062,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Created a governance proposal for the ""Weekly Nation3 DAO Budget"" 

https://github.com/nation3/gov-proposals/pull/74"
514766,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Assisted <@700760180811366420> with restoration of the governance forum - https://discord.com/channels/690584551239581708/1144990560504004678/1152545216134381608
514765,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,Reviewing the Display veNATION PR
514764,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Reviewing the SourceCred chart PR
"
514763,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Reviewing the Dework chart PR
"
514762,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Reviewing the citizen directory chart PR
"
514761,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Reviewing and updating the pages at docs.nation3.org
"
514760,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Fixing the Constitution link - https://github.com/nation3/docs/pull/3
"
514759,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Reporting the broken Constitution link - https://github.com/nation3/docs/issues/2
"
514755,77877,233,2023-10-23T22:06:47.204682+00:00,4,[4h] Display veNATION lock details - https://github.com/nation3/citizen-directory/pull/43
514714,77877,233,2023-10-23T22:06:47.204682+00:00,0.5,"[0.5h] Checked if ownership of contracts were transferred to the DAO, found one incomplete smart contract - https://discord.com/channels/690584551239581708/1152475825233465354"
514541,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] Add passport expiry threshold indicator - https://discord.com/channels/690584551239581708/1138401164526899241/1152218541114798101
514540,77877,233,2023-10-23T22:06:47.204682+00:00,1.5,[1.5h] Add SourceCred chart - https://github.com/nation3/citizen-directory/pull/41
514297,77877,233,2023-10-23T22:06:47.204682+00:00,1.5,[1.5h] Add Dework chart to citizen profile - https://github.com/nation3/citizen-directory/pull/40
513977,77877,233,2023-10-23T22:06:47.204682+00:00,3,[3h] Add diagram for visualizing `$veNATION` per citizen - https://github.com/nation3/citizen-directory/pull/39
513173,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Reviewing the heap out of memory PR
"
513171,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Sent reminder to change ownership of the LP rewards contract to the DAO - https://discord.com/channels/690584551239581708/1132949638350127194/1150750954627547167
513086,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] Added multisig transaction for changing the `$NATION` contract's controller - https://discord.com/channels/690584551239581708/1150648530277502987
512946,229591,280,2023-10-23T22:06:47.204682+00:00,0.33,"Closing the PR at https://github.com/nation3/app/pull/145
"
512739,77877,233,2023-10-23T22:06:47.204682+00:00,0.5,[0.5h] Fix SourceCred grain distribution - https://github.com/nation3/sourcecred-instance/pull/189
512738,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] Added N3GOV-53 - https://discord.com/channels/690584551239581708/1150368726907093056
512151,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] WalletConnect account creation and domain verification - https://app.dework.xyz/nation3/ops-guild-644/view/board-lkyvcajs?taskId=9f7e535f-be10-4753-ac82-d8129447df0a
511447,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Reviewed PR for upgrading Wallet Connect.
510899,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Reviewed app PR.
510429,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Testing and review of Wallet Connect upgrade PR.
509822,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Reviewed PRs for wagmi upgrade and Wallet Connect upgrade - https://github.com/nation3/app/pull/179#pullrequestreview-1608322553
509806,77877,233,2023-10-23T22:06:47.204682+00:00,3,[3h] Regression tested the wagmi upgrade PR and reviewed the code changes - https://app.dework.xyz/bounties?taskId=f79d6851-8d3a-4bc2-84b7-c194d5cc3dc5
509101,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Testing of wagmi upgrade PR
508447,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] Tested wagmi upgrade PR - https://discord.com/channels/690584551239581708/1138379002504028200/1146023864997003315
507876,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] Reviewed wagmi upgrade - https://github.com/nation3/app/pull/178#pullrequestreview-1598248641
506313,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] Reviewed https://github.com/nation3/app/pull/171
442220,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Changed base member permission from Read to Write - https://github.com/organizations/nation3/settings/member_privileges
396952,77877,233,2023-10-23T22:06:47.204682+00:00,0.5,[0.5h] PR review nation3/app refactoring - https://github.com/nation3/app/pull/171#pullrequestreview-1566485019
340899,77877,233,2023-10-23T22:06:47.204682+00:00,0.5,[0.5h] nation3/app:  Fix wagmi provider typo - https://github.com/nation3/app/pull/168
19969,237874,171,2023-10-23T22:06:47.204682+00:00,0.33,just some PRs
19707,77877,233,2023-10-23T22:06:47.204682+00:00,0.5,[0.5h] First review of Snapshot voting strategy PR.
19138,77877,233,2023-10-23T22:06:47.204682+00:00,2,[2h] NationCred datasets:  Fix Git problem during weekly data generation cron job.
19054,80204,172,2023-10-23T22:06:47.204682+00:00,0.33,"Looked at how we might resolve the NationCred generation issue, but Aahna had already resolved it"
19053,80204,172,2023-10-23T22:06:47.204682+00:00,0.33,Rewrote the Snapshot voting strategy (for better or worse)
19052,80204,172,2023-10-23T22:06:47.204682+00:00,0.33,Fixed the Snapshot voting bug
18507,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] nation3/nationcred-datasets:  Debug problem with weekly dataset generation  
- https://github.com/nation3/nationcred-datasets/actions/runs/3921627402
- https://discord.com/channels/690584551239581708/1061561741852545104/1064066405214990477"
18298,237874,171,2023-10-23T22:06:47.204682+00:00,0.33,reviewed a few PRs
18059,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] NationCred datasets:  Fetch Discord usernames from smart contract 
- https://app.dework.xyz/nation3/nationcred-p?taskId=5db0c38e-ff9f-4035-bc45-96d99b7d8959"
18058,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] Citizen Directory smart contracts:  Deployed Discord smart contract to Mainnet 
- https://app.dework.xyz/nation3/nationcred-p/view/board-l58b1zlf?taskId=8ffcb758-6331-4c17-a689-0460195cd002"
17622,77877,233,2023-10-23T22:06:47.204682+00:00,5,"[5h] nation3/nationcred-contracts:  Add Discord smart contract 
- https://app.dework.xyz/nation3/nationcred-p/view/board-l58b1zlf?taskId=8ffcb758-6331-4c17-a689-0460195cd002"
17621,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] Citizen Directory:  (OAuth) Link a profile to GitHub
- https://app.dework.xyz/nation3/nationcred-p?taskId=e4cb4fc9-dd1e-456c-a833-41c052df237f"
17301,77877,233,2023-10-23T22:06:47.204682+00:00,4,"[4h] Fetch GitHub usernames from smart contract 
- https://app.dework.xyz/nation3/nationcred-p?taskId=e6e3fa65-26c1-420f-aa88-bc70ef135768"
17181,77877,233,2023-10-23T22:06:47.204682+00:00,3,"[3h] Deploy GitHub smart contract to Goerli/Mainnet 
- https://app.dework.xyz/nation3/nationcred-p/view/board-l58b1zlf?taskId=bae3ca08-b9a4-4394-9e16-6d3bbaeb5c99"
17180,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] nation3/nationcred-contracts:  Prepare for deployment to Goerli testnet 
- https://app.dework.xyz/nation3/nationcred-p/view/board-l58b1zlf?taskId=4cbe90c2-fd06-43a2-aaaa-c9cd5a84ef84"
17099,77877,233,2023-10-23T22:06:47.204682+00:00,2,[2h] Fixed Git commit problem with weekly dataset generation
15819,77877,233,2023-10-23T22:06:47.204682+00:00,1,"[1h] nation3/nationcred-datasets:  Fix problem with Git commit access 
- https://app.dework.xyz/nation3/nationcred-p?taskId=28390251-8ac0-498e-8d42-6140404160cf"
15488,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] Prepare for deployment to Goerli testnet 
- https://app.dework.xyz/nation3/nationcred-p/view/board-l58b1zlf?taskId=4cbe90c2-fd06-43a2-aaaa-c9cd5a84ef84"
15483,77877,233,2023-10-23T22:06:47.204682+00:00,10,"[10h] Add GitHub smart contract and write unit tests
- https://app.dework.xyz/nation3/nationcred-p/view/board-l58b1zlf?taskId=575acb44-2a55-4f71-8789-1ecef10d496a"
15482,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] Add NationCred interface 
- https://app.dework.xyz/nation3/develop-1/view/board-7697?taskId=32c456fd-9a2d-4d45-b93b-a580657744df"
15385,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] nation3/citizen-directory:  Link a profile to GitHub (OAuth integration) 
- https://app.dework.xyz/nation3/nationcred-p?taskId=e4cb4fc9-dd1e-456c-a833-41c052df237f"
15382,77877,233,2023-10-23T22:06:47.204682+00:00,3,"[3h] nation3/nationcred-datasets:  Fixed dataset generation bug, and manually generated weekly data
- https://app.dework.xyz/nation3/nationcred-p/view/board-l58b1zlf?taskId=d6b21727-2cc0-462b-9b0b-79ebc82fa708"
13968,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] Reviewed NationCred smart contract code.
13898,77877,233,2023-10-23T22:06:47.204682+00:00,7,"[7h] nation3/nationcred-datasets: Refactor GitHub workflow  
- https://app.dework.xyz/nation3/nationcred-p?taskId=ca582fd0-5138-4dd4-9347-7b55ea29b483"
13807,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] nation3/nationcred-datasets: Refactor GitHub workflow  
- https://app.dework.xyz/nation3/nationcred-p?taskId=ca582fd0-5138-4dd4-9347-7b55ea29b483"
13806,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] nation3/nationcred-datasets:  Add number of new citizens per week to citizens dataset
- https://app.dework.xyz/nation3/nationcred-p?taskId=7e488bc3-a548-465a-a1bc-13164cdc2397"
13805,77877,233,2023-10-23T22:06:47.204682+00:00,6,"[6h] nation3/nationcred-datasets:  Also include weeks with no new passport mints
- https://app.dework.xyz/nation3/nationcred-p?taskId=c05f0e20-7255-49ec-b29d-99c4ee4a8130"
13399,77877,233,2023-10-23T22:06:47.204682+00:00,6,"[6h] nation3/nationcred-datasets:  Debugging problem with weekly dataset generation  
- https://app.dework.xyz/nation3/develop-1/view/board-7697?taskId=257061f3-cd78-4b5b-8ca7-e5b62a7183f8"
12314,77877,233,2023-10-23T22:06:47.204682+00:00,10,"[10h] nation3/nationcred-datasets:  Generate a weekly list of active Citizens  
- https://app.dework.xyz/nation3/n3bi/view/board-l8fcz4qy?taskId=2001f94b-c35d-4bf3-9d54-312fd50094bd"
12313,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] nation3/nationcred-datasets:  Review weekly dataset generation PRs.
12312,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,PR reviews
12175,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,NationCred:  Generate a weekly list of active Citizens
12174,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] nation3/nationcred-datasets:  Refactoring
12173,77877,233,2023-10-23T22:06:47.204682+00:00,1,[1h] nation3/nationcred-datasets:  Store historical Snapshot voting activity
11762,77877,233,2023-10-23T22:06:47.204682+00:00,2,[2h] nation3/mobile-passport:  Tested push notifications (APNs).
11722,77877,233,2023-10-23T22:06:47.204682+00:00,3,[3h] nation3/nationcred-datasets:  NationCred score calculation.
11378,77877,233,2023-10-23T22:06:47.204682+00:00,4,"[4h] nation3/nationcred-instance:  Update Raymond's ETH address in SourceCred to match his passport owner address.
- https://app.dework.xyz/nation3/recurring-tasks?taskId=4fd8b9de-e45c-4ce2-985b-738e2f5b1f86"
11375,77877,233,2023-10-23T22:06:47.204682+00:00,4,"[4h] nation3/nationcred-datasets:  Calculate a citizen's NationCred score
- https://app.dework.xyz/nation3/n3bi?taskId=e501097e-8ed1-4779-9a1c-f4151537b7ee"
10697,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Citizen Directory:  Link a profile to GitHub
10491,77877,233,2023-10-23T22:06:47.204682+00:00,3,"[3h] SourceCred:  Store all payoutAddresses in lower-case  
- https://app.dework.xyz/nation3/nationcred-p?taskId=37c8fc69-5190-4e4c-b3f8-5ae893c6e3f4"
10284,77877,233,2023-10-23T22:06:47.204682+00:00,2,[2h] SourceCred maintenance
10283,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] Citizen Directory:  Visualize historical voting power per citizen
- https://app.dework.xyz/nation3/nationcred-p?taskId=2b628c92-c2d9-4421-b30f-be4572edd168"
10282,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] nation3/app:  Remove code related to the $veNATION rewards multiplier  
- https://app.dework.xyz/nation3/develop-1?taskId=6e7e7e5c-7aee-4934-af85-6867f87fc2de"
9885,77877,233,2023-10-23T22:06:47.204682+00:00,4,[4h] Went through all the Nation3 smart contracts and made sure that none of them had the compromised _Nation3: Deployer_ account set as owner/admin.
9400,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Citizen Directory:  Link a profile to GitHub
9141,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"Citizen Directory:  Link a profile to GitHub  
- https://app.dework.xyz/nation3/nationcred-p?taskId=e4cb4fc9-dd1e-456c-a833-41c052df237f"
8813,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,Citizen Directory:  Link a profile to GitHub
8811,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"Citizen Directory:  Visualize historical voting power per citizen  
- https://app.dework.xyz/nation3/nationcred-p?taskId=2b628c92-c2d9-4421-b30f-be4572edd168"
8320,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"Citizen Directory:  Link a profile to GitHub  
- https://app.dework.xyz/nation3/nationcred-p?taskId=e4cb4fc9-dd1e-456c-a833-41c052df237f"
7951,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,PR review
5793,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"Citizen Directory:  Link a profile to GitHub  
- https://app.dework.xyz/nation3/nationcred-p?taskId=e4cb4fc9-dd1e-456c-a833-41c052df237f"
5713,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"SourceCred:  Store all existing payoutAddresses in lower-case  
- https://app.dework.xyz/nation3/nationcred-p?taskId=37c8fc69-5190-4e4c-b3f8-5ae893c6e3f4"
5398,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,PR reviews
5397,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"Citizen Directory:  Link a profile to GitHub  
- https://app.dework.xyz/nation3/nationcred-p?taskId=e4cb4fc9-dd1e-456c-a833-41c052df237f"
4777,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,nationcred-contracts:  Add GitHub smart contract
4776,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"Citizen Directory: shorten profile URL  
- https://github.com/nation3/citizen-directory/pull/25"
3859,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"Add GitHub smart contract
- https://app.dework.xyz/nation3/nationcred-p?taskId=575acb44-2a55-4f71-8789-1ecef10d496a"
3474,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"- Add GitHub smart contract for Citizen Directory  
https://app.dework.xyz/nation3/nationcred-p?taskId=575acb44-2a55-4f71-8789-1ecef10d496a"
3473,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,- Debug Apple pass push notifications.
3236,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,"- Add smart contracts for storing NationCred data  
https://app.dework.xyz/nation3/nationcred-p?taskId=a13963f8-a968-4df5-bb63-c8d2246c2175#"
3194,77877,233,2023-10-23T22:06:47.204682+00:00,0.33,- Updated SourceCred's GitHub plugin with new repos
906,77877,233,2023-10-23T22:06:47.204682+00:00,4,"[4h] Add ENS name and avatar to profile page  
https://app.dework.xyz/nation3/nationcred-p?taskId=0207b178-4e8d-491e-b1f3-a1920c86e579"
902,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] Citizen Directory:  Add Dework to profile page  
https://app.dework.xyz/nation3/nationcred-p?taskId=bf976a69-8fb3-4323-9c91-600cbeac7a96"
892,77877,233,2023-10-23T22:06:47.204682+00:00,10,"[10h] Citizen Directory:  Add Citizen profile page  
https://app.dework.xyz/nation3/nationcred-p?taskId=246b633c-5075-4ba4-a6d1-e8e62bd96ffc"
869,77877,233,2023-10-23T22:06:47.204682+00:00,0.5,[0.5h] PR review:  https://github.com/nation3/app/pull/160#pullrequestreview-1180243558
867,77877,233,2023-10-23T22:06:47.204682+00:00,8,"[8h] Citizen Directory:  Fix build error and deploy to Vercel
https://app.dework.xyz/nation3/nationcred-p?taskId=386ecebc-e988-4f98-9cf6-ab90586683b4"
813,77877,233,2023-10-23T22:06:47.204682+00:00,4,"[4h] Citizen Directory:  Display voting power per citizen  
https://app.dework.xyz/nation3/nationcred-p?taskId=44ff5cb1-92da-43be-9804-6498ca5c0088"
775,77877,233,2023-10-23T22:06:47.204682+00:00,6,"[6h] List all addresses holding a Nation3 NFT passport  
https://app.dework.xyz/nation3/nationcred-p?taskId=9c04cf93-6d69-4591-bd12-2873233a377c"
559,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] Citizen Directory:  Fetch chart data from datasets repo  
https://app.dework.xyz/nation3/nationcred-p?taskId=06273af6-2304-45f9-9fb7-c33c4ab73b58"
553,77877,233,2023-10-23T22:06:47.204682+00:00,1.5,"[1.5h] nation3/app:  Fix unhandled runtime error in AllowanceWarning  
https://app.dework.xyz/nation3/citizen-app-p?taskId=f39147d2-96d7-4423-8473-8f0a9db82628"
227,77877,233,2023-10-23T22:06:47.204682+00:00,1,"[1h] Google Pay:  Create a pass object 
https://app.dework.xyz/nation3/passport-services-p?taskId=a58f1da4-fe09-40ab-aa61-4a6e97aec6bd"
225,77877,233,2023-10-23T22:06:47.204682+00:00,3,"[3h] Citizen Directory:  Add chart visualizing total and active citizens
https://app.dework.xyz/nation3/develop-1?taskId=c10ba9d7-83da-4be1-ab6e-5af1bf181fd0"
219,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] Enable integration testing in nation3/court 
https://app.dework.xyz/nation3/develop-1?taskId=af2f000a-6687-46cd-a823-2571dabb0d18"
171,77877,233,2023-10-23T22:06:47.204682+00:00,1,"[1h] Court:  PR review
https://app.dework.xyz/nation3/nation3-court-v1-p?taskId=058cc0a4-6e3f-4f4d-bbc7-2392dd7a678e"
170,77877,233,2023-10-23T22:06:47.204682+00:00,2,"[2h] Court:  Enable CI in nation3/court 
https://app.dework.xyz/nation3/develop-1?taskId=23c69449-98d7-407c-8f87-75b7924ae183"
117,77877,233,2023-10-23T22:06:47.204682+00:00,6,"[6h] Google Pay:  Create a pass object 
https://app.dework.xyz/nation3/passport-services-p?taskId=a58f1da4-fe09-40ab-aa61-4a6e97aec6bd"
91,77877,233,2023-10-23T22:06:47.204682+00:00,8,"[8h] Add more integration tests to nation3/gov-app 
https://app.dework.xyz/nation3/develop-1?taskId=f3681c7e-8c22-4ca5-86c8-37b3e84c8475"
58,77877,233,2023-10-23T22:06:47.204682+00:00,8,"[8h] Apple Wallet:  Add mock testing of APN provider  
https://app.dework.xyz/nation3/passport-services-p?taskId=ae804733-1ba1-4d29-b1a7-8b27a01f1a06"
14,77877,233,2023-10-23T22:06:47.204682+00:00,10,"[10] Started building a Citizen Directory (NationCred integration) 
https://app.dework.xyz/nation3/nationcred-p?taskId=0475162d-c8ef-4aa6-8a29-47c939eb922a"
13,77877,233,2023-10-23T22:06:47.204682+00:00,14,"[14h] Refactor Apple Wallet code (improve push notifications) 
https://app.dework.xyz/nation3/passport-services-p?taskId=ae6efa25-b222-4700-afc8-63e65b870cb9"
12,77877,233,2023-10-23T22:06:47.204682+00:00,9,"[9h] Review and testing of the PR for ""Icon displays with black borders"" https://app.dework.xyz/nation3/app-2?taskId=070b38d5-aa6a-4938-825c-99769678284f"
